,title,published_date,views,likes,comments,month
559,ADESANYA MINTIÓ || PESAJES OFICIALES UFC 259,2021-03-05,138831,7459,820,Mar
560,ADESANYA PESARÁ 25lbs MENOS que JAN!!!,2021-03-05,108076,6152,1261,Mar
561,PAULO COSTA Y LA CULPA BORRACHA,2021-03-02,153879,8498,1313,Mar
562,Los ADOLESCENTES y la HGH,2021-03-01,175290,10538,857,Mar
563,El CANELO COMPRA a sus RIVALES,2021-02-28,175452,11622,2960,Feb
564,Israel Adesanya vs. Jan Blachowicz UFC 259 || Crónica de una muerte anunciada,2021-02-28,212591,9104,2085,Feb
565,Canelo Álvarez escoge sus rivales???,2021-02-27,44634,1588,113,Feb
566,DANA WHITE PIERDE 1 MILLÓN en APUESTAS!!!,2021-02-27,78995,4417,585,Feb
567,¡Campamento completo te QUITO la CABEZA! Las MATEMÁTICAS de MASVIDAL,2021-02-26,152077,7456,1347,Feb
568,Canelo Álvarez ESCOGE sus RIVALES!!!,2021-02-25,79318,6004,1124,Feb
569,La FIESTA de la JERINGUILLA || Alistair Overeem VS Brock Lesnar,2021-02-25,131438,5751,406,Feb
570,ERRORES en el ENTRENAMIENTO de PAULO COSTA,2021-02-23,137043,7949,1050,Feb
571,ISRAEL ADESANYA ENORME y SIN GINECOMASTIA!?,2021-02-22,198890,8914,876,Feb
572,La BESTIA NEGRA y OSCAR VALDEZ BRUTALES!!!,2021-02-21,88282,5470,622,Feb
573,JAKE PAUL vs NATE DIAZ para LLEGAR a MCGREGOR,2021-02-21,110151,5694,639,Feb
574,Los HOMBRES TAMBIÉN LLORAN GILBERT!,2021-02-20,101751,6970,679,Feb
575,Las CALF KICKS son DEVASTADORAS!,2021-02-19,159091,6516,580,Feb
576,USMAN RETA a MASVIDAL || Kamaru Usman VS Jorge Masvidal II,2021-02-18,115186,6287,831,Feb
577,LAZAR ANGELOV el SEMIDIOS SEMINATURAL,2021-02-18,208412,8851,795,Feb
578,Un TORNEO para YOEL ROMERO!,2021-02-17,105332,5935,719,Feb
579,"TRISTYN LEE BAJO EL 5%, PELIGROSO?",2021-02-16,564125,21016,2346,Feb
580,KAMARU EL RESPETO SE GANA NO SE EXIGE!,2021-02-15,94643,6364,1038,Feb
581,"KAMARU USMAN, ERES CAMPEÓN POR TU JAB!!! UFC 258",2021-02-14,144301,8305,1043,Feb
582,SE TERMINÓ EL CHICO BUENO!!! (Conor McGregor y Lo que los MALOS IGNORAN),2021-02-14,218377,10953,1168,Feb
583,FLOYD MAYWEATHER vs. LOGAN PAUL CANCELADA!!!,2021-02-13,159099,6636,708,Feb
584,Las RODILLAS del RETIRO!,2021-02-13,106727,5423,436,Feb
585,Gina Carano CANCELADA y fuera de THE MANDALORIAN,2021-02-12,92326,7011,1453,Feb
586,Kumail Nanjiani’s cambio BRUTAL para ETERNALS!!!  NATURAL???,2021-02-11,88879,4462,381,Feb
587,Kamaru Usman vs Gilbert Burns UFC 258 PREDICCIÓN,2021-02-11,85528,5293,879,Feb
588,ESTOY DISPUESTO A MORIR || ISRAEL ADESANYA vs KELVIN GASTELUM,2021-02-10,578328,17502,1176,Feb
589,El HULK georgiano!!! Genética de BESTIA! RESUBIDO!,2021-02-09,1041536,10190,764,Feb
590,CONOR McGREGOR SE GANA O SE APRENDE,2021-02-09,94644,6583,645,Feb
591,MESSI ARRUINÓ AL BARCELONA!!!,2021-02-08,212926,20245,2309,Feb
592,CONOR McGREGOR perdió su INSTINTO ANIMAL???,2021-02-07,151759,9570,1328,Feb
593,Cómo CRECER en YOUTUBE. La REALIDAD,2021-02-05,27473,1821,161,Feb
594,PAULO COSTA vs ROBERT WHITAKKER SERÁ UNA GUERRA!,2021-02-05,102016,5305,517,Feb
595,Los 3 MEJORES BOXEADORES de la UFC,2021-02-04,121061,7040,1282,Feb
596,RYAN GARCÍA VS MANNY PACQUIAO! MANNY no es un PAN!,2021-02-02,142281,7957,1164,Feb
597,El PELEADOR TESTOSTERONA || Vitor Belfort​!,2021-02-01,159279,6251,555,Feb
598,"CONOR McGREGOR vs DUSTIN POIRIER 3, Por el TÍTULO???",2021-01-31,137406,8196,1414,Jan
599,CONOR McGREGOR SUSPENDIDO por 6 MESES,2021-01-30,711664,17196,1078,Jan
600,JAKE PAUL vs BEN ASKREN OFICIAL!!!,2021-01-29,165750,7379,840,Jan
601,UN GUERRERO NUNCA SE RINDE!!!,2021-01-29,94901,6154,594,Jan
602,PAULO COSTA 2.0 || La NUEVA VERSIÓN de COSTA!!!,2021-01-27,181879,7993,850,Jan
603,KHABIB NO VA A REGRESAR! || Se terminó el SUEÑO de Dana White,2021-01-26,213220,9721,1957,Jan
604,CONOR McGREGOR SI VUELVE!!! DECLARACIONES!,2021-01-25,185970,9876,1420,Jan
605,POIRIER DESTRUYE a CONOR McGREGOR || ANÁLISIS!,2021-01-24,693189,24424,3650,Jan
606,Dustin KO a CONOR McGREGOR,2021-01-24,207724,10481,1588,Jan
607,Conor McGregor vs. Dustin Poirier 2 PREDICCIONES,2021-01-23,134849,3899,286,Jan
608,NATE DIAZ REGRESA en 2021 || CONOR vs NATE 3???,2021-01-23,73998,4721,718,Jan
609,CONOR McGREGOR dio PESO DE CAMPEÓN!!!,2021-01-23,191236,11192,1467,Jan
610,TODOS CONTRA KHABIB!,2021-01-22,159929,8558,1062,Jan
611,Analizando los RANKING de CONOR McGREGOR en VIVO,2021-01-21,57844,2457,137,Jan
612,El REY de los PESOS FALSOS! || Brad Castleberry,2021-01-21,357495,11798,517,Jan
613,El CASO del NIÑO AUTISTA,2021-01-20,82922,10171,990,Jan
614,Conor McGregor PROMETE un KO en 60 SEGUNDOS,2021-01-20,156027,8989,1196,Jan
615,CONOR VS OLIVEIRA VS GAETHJE! UFC 257,2021-01-19,139068,6909,1163,Jan
616,Del KO a Ponzinibbio a la BRUTALIDAD de MAX!,2021-01-18,152291,7928,849,Jan
617,KHABIB sigue siendo el CAMPEÓN (RESPUESTA A LA POLÉMICA),2021-01-17,158713,8480,1097,Jan
618,KHABIB vs CONOR McGREGOR 2 Casi listo! || DANA WHITE lo vuelve a HACER!!!,2021-01-16,223442,10945,1181,Jan
619,No me RENDIRÉ con este CASCO!,2021-01-15,114453,7116,913,Jan
620,Los MEJORES KO de 2020 REACCIÓN!!!,2021-01-15,107342,6978,425,Jan
621,Khabib Nurmagomedov vs Conor McGregor QUÉ PASÓ REALMENTE?,2021-01-14,1193862,22874,1828,Jan
622,Los ABS “FALSOS” de GERARD BUTLER en 300!,2021-01-13,364506,15426,1017,Jan
623,KHAMZAT CHIMAEV TIENE MIEDO!,2021-01-12,183655,10100,832,Jan
624,Conor McGregor vs. Dustin Poirier 2 || La ÚNICA OPORTUNIDAD de POIRIER,2021-01-11,237803,10508,1645,Jan
625,SUSPENDIDO EDINSON CAVANI por decir NEGRIT....!!!!,2021-01-10,100974,9706,1609,Jan
626,El DUELO del ACEITE!!! || Illia Golem VS Craig Golias LOS MONSTRUOS DE LA MASA,2021-01-09,455313,12546,916,Jan
627,RYAN GARCÍA todavía NO ESTÁ LISTO PARA GERVONTA DAVIS,2021-01-08,193583,10930,1848,Jan
628,ISRAEL ADESANYA VA A SER DOBLE CAMPEON!,2021-01-07,125995,7452,1316,Jan
629,EL GRAN HATE al CANELO nace de un MEDIOCRE!,2021-01-06,420860,23455,4982,Jan
630,La BESTIA de 500 lb. que ASUSTABA a la NBA!,2021-01-05,1932517,30704,1004,Jan
631,RYAN GARCÍA GANÓ por KO y TIENE CORAZÓN!!!,2021-01-03,249688,11363,1347,Jan
632,LOGAN PAUL ATACA al CANELO ALVAREZ,2021-01-02,705242,33196,3486,Jan
633,NO SEAS UN CLON || DESMOTIVACIÓN DE AÑO NUEVO,2020-12-31,128208,12595,1056,Dec
634,Arnold Schwarzenegger Vs Chris Bumstead || VIEJA ESCUELA VS NUEVA ESCUELA!,2020-12-30,292446,13243,1135,Dec
635,JEFF NIPPARD NATURAL O D0PAD0???,2020-12-29,98815,5732,719,Dec
636,Yoel Romero VS Anthony Johnson || CHOQUE DE TITANES!!!,2020-12-28,132605,5210,604,Dec
637,STIPE vs. FRANCIS vs. JONES || LOS PESADOS SE PRENDEN!!!,2020-12-27,155828,6654,935,Dec
638,La MUTACIÓN de LA ROCA para BLACK ADAM,2020-12-26,586980,23501,1513,Dec
639,Floyd Mayweather VS Logan Paul || CIRCO EN EL BOX?!,2020-12-25,290540,8884,1141,Dec
640,YOEL ROMERO CUENTA toda la VERDAD de su DESPIDO,2020-12-24,242950,9138,780,Dec
641,MI MARCA DE ROPA,2020-12-23,60729,8205,1269,Dec
642,EL ABRAZO DE LA DERROTA ||  Jose Aldo vs Chito Vera.,2020-12-23,133158,6250,786,Dec
643,EL CANELO ES UNA BESTIA!!! Canelo Alvarez VS Callum Smith. (RESUBIDO),2020-12-22,141630,7176,1234,Dec
644,La PEGADA del CANELO LESIONA a Callum Smith!,2020-12-22,946698,19100,2479,Dec
645,GANÓ EL GIGANTE EGIPCIO || RESUMEN DEL Mr. Olympia 2020,2020-12-21,528299,13111,877,Dec
646,YOEL ROMERO FIRMA CON BELLATOR Y TONY FERGUSON CORTADO?,2020-12-21,128000,5958,591,Dec
647,Pain & Gain || D0P4D0S Y ESTÚPIDOS!,2020-12-20,242234,14421,2282,Dec
648,La PELEA con más HATE del AÑO!!! || Colby Covington VS Jorge Masvidal,2020-12-19,116145,5827,646,Dec
649,CONOR McGREGOR vs JAKE PAUL por 50 MILLONES!?,2020-12-18,351490,14062,1577,Dec
650,IBRA y CRISTIANO HUMILLAN a los JÓVENES.,2020-12-17,295421,18348,1303,Dec
651,EL FUTURO DE LA UFC!!!,2020-12-16,96874,5190,572,Dec
652,CONOR VS KHABIB VS OLIVEIRA!!! Quién será el próximo CAMPEÓN???,2020-12-15,102979,6200,1037,Dec
653,SUSPENDIDO!!!! YAIR RODRÍGUEZ vs USADA!!!,2020-12-14,336043,6119,527,Dec
654,Deiveson Figueiredo SALIÓ EN CAMILLA!!! UFC 256 La PELEA del AÑO???,2020-12-14,397371,10931,1205,Dec
655,DIRECTO CON IRON Masters,2020-12-13,68554,3932,220,Dec
656,TONY FERGUSON ESTÁ ACABADO???,2020-12-13,277624,11408,2075,Dec
657,EL KO MÁS RÁPIDO DE LA HISTORIA!!!,2020-12-12,117180,8580,874,Dec
658,Marvin Vettori RETA A PAULO COSTA!!!,2020-12-11,90537,4824,499,Dec
659,CRÍTICA a JORGE TABET!!!,2020-12-10,283175,17445,1019,Dec
660,DANA WHITE DESPIDIÓ A ROMERO y FALTAN OTROS 59!!!,2020-12-09,111661,6103,826,Dec
661,TRISTYN LEE SÚPER DEFINIDO!!! DEBES COMPETIR SIENDO ADOLESCENTE?,2020-12-08,219107,11420,961,Dec
662,KHABIB REGRESA... POR DINERO???! 100 MILLONES!!!,2020-12-07,139144,7280,1004,Dec
663,EDEN HAZARD UN DESPERDICIO DE TALENTO!!!,2020-12-06,233791,13680,1246,Dec
664,BOMBAZO!!! YOEL ROMERO FUERA DE LA UFC!!!,2020-12-05,176872,8687,932,Dec
665,MIRKO CRO COP USÓ HGH y aún así SALIÓ LIMPIO!!!,2020-12-05,76064,3797,401,Dec
666,CONOR McGREGOR Y LA CARA DE LA MUERTE!,2020-12-04,276827,14982,1117,Dec
667,Christopher Hemsworth NATURAL o D0P4D0 || THOR HACE DE HULK!!!,2020-12-03,465393,14963,1130,Dec
668,Jake Paul vs  Nate Robinson || LOS YOUTUBERS SALVARÁN AL BOXEO?,2020-12-02,198945,9463,1109,Dec
669,Mike Tyson vs Evander Holyfield 3 || La MORDIDA más FAMOSA de la HISTORIA!,2020-12-01,91033,4607,591,Dec
670,LA MUTACIÓN DE JON JONES!!!,2020-11-30,235308,9584,778,Nov
671,MIKE TYSON VS  ROY JONES JR || TYSON PROMETE REGRESAR!,2020-11-29,735762,14835,1707,Nov
672,Mike Tyson vs Roy Jones Jr. PREVIA en VIVO!!!,2020-11-28,171871,2580,219,Nov
673,MIKE TYSON REGRESA HOY!!! || MIKE TYSON VS. ROY JONES JR,2020-11-28,123155,6254,704,Nov
674,POR QUÉ NO ME GUSTA PELEAR! || GSP,2020-11-27,210474,10668,765,Nov
675,BRUCE LEE NATURAL O D0P4D0???,2020-11-26,110486,8457,1034,Nov
676,DIRECTO CON RENE ZZ,2020-11-26,136454,7867,371,Nov
677,MAESTROS DEL BJJ || Tony Ferguson VS Charles Oliveira,2020-11-25,127335,5515,763,Nov
678,DE PELUQUERO A CAMPEÓN DE LA UFC || Deiveson Figueiredo,2020-11-24,90019,6050,625,Nov
679,COMO DESTRUIR TU CARRERA || MIKE PERRY,2020-11-23,201211,8817,716,Nov
680,EL REGRESO DE CALUM VON MOGER! A ENTRENAR ESPALDA!,2020-11-22,163478,5889,500,Nov
681,EL REGRESO DE KHABIB PARA UN 30-0???,2020-11-21,93276,5919,621,Nov
682,LAS 5 VICTORIAS MAS IMPORTANTES DE CONOR McGREGOR,2020-11-20,113359,7442,528,Nov
683,"CONNOR MURPHY, DESINFLADO, CALVO Y LOCO",2020-11-19,542767,19637,1738,Nov
684,Conor McGregor || HAY QUE ATRAVESAR LA TORMENTA PARA VER EL SOL!,2020-11-18,201433,12606,957,Nov
685,NUNCA PELEES EN DESVENTAJA!,2020-11-17,120173,8399,768,Nov
686,CONOR McGREGOR SERÁ CAMPEÓN DE LAS 155 lbs || FIRMADO PARA ENERO!!!,2020-11-16,106607,7003,967,Nov
687,"OTRO ERROR de TONY FERGUSON, RETA A Michael Chandler",2020-11-15,112741,6523,1026,Nov
688,Los TATUAJES en la UFC,2020-11-14,108498,6783,1301,Nov
689,BROOKE ENCE NATURAL O D0P4d4,2020-11-13,209780,9455,1121,Nov
690,El REGRESO de PAULO COSTA || Robert Whittaker VS Paulo Costa???,2020-11-12,124928,5505,655,Nov
691,Los 2 HIJOS de ARNOLD || DISCIPLINA VS NIHILISMO,2020-11-11,1223095,48049,2893,Nov
692,OTRO VIEJO DURO || Glover Teixeira vs. Thiago Santos,2020-11-10,65126,3967,572,Nov
693,La CULPA es de MARÍA según ISRAEL ADESANYA,2020-11-09,125501,6392,1066,Nov
694,CONOR McGREGOR VA POR EL CINTURÓN EN ENERO???,2020-11-08,87516,5403,1058,Nov
695,PAULO COSTA SIGUE LLORANDO,2020-11-07,225759,7524,976,Nov
696,UFC 254 || Robert Whittaker y la GUARDIA BAJA,2020-11-06,81677,4298,646,Nov
697,La ROCA y su HISTORIA de GINECOMASTIA,2020-11-05,452415,12124,835,Nov
698,ISRAEL ADESANYA SE VA A LAS 205 || A por el DOBLE CAMPEONATO!,2020-11-04,106583,6693,850,Nov
699,Un NIÑO VENCE a la BESTIA LARRY WHEELS,2020-11-03,478435,18011,2327,Nov
700,JON JONES es el MEJOR y a LLORAR A MATERNIDAD!,2020-11-02,193274,10496,2854,Nov
701,UFC 254 || KHABIB GANÓ LESIONADO,2020-11-01,163997,9362,1197,Nov
702,Se RETIRA un GOAT,2020-10-31,56684,1742,175,Oct
703,Leon Edwards ENTRE LA ESPADA Y Chimaev || La UFC juega SUCIO,2020-10-31,134333,6213,1028,Oct
704,"Los ABDOMINALES ""FALSOS"" de Eddie Hall",2020-10-30,597238,20316,1214,Oct
705,Por qué KHABIB es un TOP 5 HISTÓRICO???,2020-10-29,312949,12650,2675,Oct
706,CONOR McGREGOR TIENE LA DIVISIÓN EN SUS MANOS,2020-10-28,124577,8145,1565,Oct
707,UFC 254 || Los ERRORES de JUSTIN GAETHJE,2020-10-27,160512,6744,1447,Oct
708,"La CULPA no es de GAETHJE, es de KHABIB!",2020-10-26,249049,11993,2090,Oct
709,ANÁLISIS DEL UFC 254 || KHABIB ES UNA BESTIA!,2020-10-25,263376,11777,1776,Oct
710,UFC 254 Khabib DUERME a Gaethje || RESUMEN Y ANÁLISIS en CALIENTE,2020-10-25,261940,10778,2000,Oct
711,UFC 254: Khabib vs Gaethje,2020-10-24,172711,5230,476,Oct
712,UFC 254 || ESCÁNDALO! KHABIB FALLÓ EL PESO?,2020-10-24,269215,9783,1663,Oct
713,PREDICCIONES,2020-10-23,60134,3157,339,Oct
714,UFC 254 || KHABIB y EL PLAN de su PADRE sin su PADRE,2020-10-23,109567,7210,900,Oct
715,Conor McGregor sigue traumado con KHABIB,2020-10-22,206560,12104,2377,Oct
716,UFC 254 || El PLAN MAESTRO para VENCER a KHABIB,2020-10-21,142654,8248,1466,Oct
717,TONY FERGUSON está ACABADO según KHABIB,2020-10-19,143232,7414,1176,Oct
718,"KHABIB ""NI POR 5000 MILLONES PELEO CONTRA CONOR McGREGOR!!!""",2020-10-18,250922,10952,1132,Oct
719,Debería REGRESAR Nick Diaz???,2020-10-17,192959,9094,1297,Oct
720,Los FALSOS LIMITES NATURALES si han CAMBIADO,2020-10-15,151265,10030,1072,Oct
721,Israel Adesanya NATURAL o D0P4D0,2020-10-13,111977,6787,900,Oct
722,IOWA,2020-10-12,22003,1633,135,Oct
723,SIMPLEMENTE BESTIAL!!! Joaquin Buckley el NINJA!,2020-10-12,146750,6324,765,Oct
724,La MEJOR PELEA de la HISTORIA? Jon Jones vs Israel Adesanya!!!,2020-10-11,640833,11920,2009,Oct
725,McGREGOR es el Justin Bieber de las MMA,2020-10-10,83391,6820,1389,Oct
726,El REGRESO de CONOR MCGREGOR,2020-10-09,216821,10544,1188,Oct
727,PAULO COSTA NATURAL O D0P4D0,2020-10-08,164877,9061,1417,Oct
728,COLBY MUELE A LeBron James. No se ENGAÑEN más!!!,2020-10-05,193187,11896,1973,Oct
729,UFC 253 || REVELADO el PROBLEMA de Paulo Costa,2020-10-04,228752,9584,1979,Oct
730,McGregor vs Poirier REVANCHA ÉPICA!!!,2020-10-03,134056,6957,919,Oct
731,La PELEA con más HATE de la UFC || MASVIDAL VS COLBY,2020-10-02,184302,8172,1400,Oct
732,UFC 253 || PAULO COSTA a LLORAR a MATERNIDAD,2020-10-01,236495,11103,1636,Oct
733,La ÚLTIMA PERRETA de Conor McGregor || Pelear con DIEGO SÁNCHEZ,2020-09-30,127272,6469,1289,Sep
734,UFC 253 || La GINECOMASTIA de Israel Adesanya,2020-09-29,276540,11438,2107,Sep
735,UFC 253 || PAULO COSTA el bully HUMILLADO,2020-09-28,426425,14281,2055,Sep
736,UFC 253 || La CULPA no es de PAULO COSTA,2020-09-27,746872,19384,2999,Sep
737,QUIRÚRGICO!!! EL MISMO GOLPE QUE A Robert Whittaker! || UFC 253,2020-09-27,226996,11369,2055,Sep
738,ADESANYA ES UNA BESTIA || UFC 253,2020-09-27,181836,8730,933,Sep
739,UFC 253 || COSTA Y ADESANYA se ven las CARAS. Quién GANA el juego PSICOLÓGICO?,2020-09-26,85324,5864,991,Sep
740,PREDICCIONES en VIVO,2020-09-26,53647,4450,380,Sep
741,ADESANYA le TIRA la CINTA en la CARA a COSTA || UFC 253,2020-09-25,150257,8590,1001,Sep
742,GOLPES GANADORES para PAULO COSTA || UFC 253,2020-09-25,87878,5000,781,Sep
743,Israel Adesanya vs. Paulo Costa en los fríos NÚMEROS || UFC 253,2020-09-24,168529,7039,1218,Sep
744,El REY de los FALSOS NATURALES,2020-09-23,514413,23320,1657,Sep
745,PAULO COSTA NO está INVICTO || Su peor enemigo es el CARDIO,2020-09-22,118987,5899,964,Sep
746,TYRON WOODLEY HUMILLADO NUEVAMENTE,2020-09-21,137096,6810,843,Sep
747,17 SEGUNDOS KO!!!!! BESTIAL Khamzat Chimaev,2020-09-20,211151,9492,1136,Sep
748,UFC Vegas 11 (Colby Covington vs Tyron Woodley): PREDICCIONES,2020-09-19,53884,3391,580,Sep
749,4 PELEAS BESTIALES un sábado gigante! || UFC Vegas 11: Colby Covington vs. Tyron Woodley,2020-09-18,83988,5120,681,Sep
750,La BRUTALIDAD de COSTA destruye la TÉCNICA de Uriah Hall,2020-09-17,214574,7301,775,Sep
751,"VÍCTOR BLUD, NATURAL o DOPADO???",2020-09-16,334923,9901,1086,Sep
752,USADA va a por PAULO COSTA y CONOR McGREGOR ya está LIBRE!,2020-09-15,183363,6880,745,Sep
753,Cómo VENCER a un GIGANTE??? || Brock Lesnar vs Cain Velasquez,2020-09-14,107796,6010,690,Sep
754,Conor McGregor fue apresado NUEVAMENTE y otra MALA NOTICIA,2020-09-13,140816,10466,1563,Sep
755,SIMPLEMENTE DEVASTADOR!!!,2020-09-12,135302,6506,750,Sep
756,Los CORTES DE PESO más BRUTALES,2020-09-11,181587,7815,533,Sep
757,La DERROTA más DEVASTADORA de Israel Adesanya,2020-09-10,86325,4574,634,Sep
758,GORDOS PERO DUROS || TOP 3,2020-09-06,127235,5506,665,Sep
759,SÚPER PELEAS que NUNCA veremos!!!,2020-09-05,102482,4709,831,Sep
760,El REGRESO de la BESTIA || Brock Lesnar,2020-09-04,141623,7213,867,Sep
761,Los IMPLANTES ABDOMINALES del CHINO MAIDANA,2020-09-03,742457,23041,2922,Sep
762,Jorge Masvidal vs. Nate Diaz II. El BMF de vuelta!!!,2020-09-02,117462,5242,886,Sep
763,Dustin Poirier vs Tony Ferguson NO lo sé RICK! || Dustin Poirier vs Conor McGregor REVANCHA,2020-08-31,103007,5484,743,Aug
764,PAULO COSTA NUNCA SUBESTIMES AL RIVAL || UFC 253,2020-08-30,185552,7664,1391,Aug
765,JON JONES CAMPEÓN de los HEAVYWEIGHTS???,2020-08-29,118592,5682,744,Aug
766,TRANSFORMACIÓN de Leon Goretzka || NATURAL???,2020-08-28,603364,24085,2515,Aug
767,La TÉCNICA VENCE al MÚSCULO || Israel Adesanya UFC 253,2020-08-27,125969,6114,755,Aug
768,Con PATADAS no le GANAS a KHABIB || UFC 254,2020-08-26,228274,8540,1192,Aug
769,CÓMO ESCAPAR DEL Crucifix?,2020-08-25,75100,4801,453,Aug
770,PAULO COSTA y COMO PERDER 35lbs en 5 DÍAS || UFC 253,2020-08-24,146501,7850,873,Aug
771,Sean O'Malley A LLORAR A MATERNIDAD,2020-08-23,246201,14165,1755,Aug
772,JUSTIN GAETHJE tiene el SECRETO para vencer a KHABIB,2020-08-22,189808,7891,1502,Aug
773,Jon Jones deja VACANTE el TÍTULO || Dominick Reyes VS Jan Blachowicz por el CINTURÓN || UFC 253,2020-08-21,77184,4376,619,Aug
774,Los MÚSCULOS no importan si NO los SABES USAR || Israel Adesanya vs. Paulo Costa || UFC 253,2020-08-20,237058,10012,1115,Aug
775,KHABIB VS CONOR II más cerca que NUNCA! UFC 254,2020-08-19,123219,6898,1185,Aug
776,Por qué SEAN OMALEY nunca será CAMPEÓN?,2020-08-18,189776,9838,1507,Aug
777,El MEJOR CAMPEÓN con la PEOR GENÉTICA || Stipe Miocic UFC 252 (RESUBIDO),2020-08-17,216725,8668,835,Aug
778,CHITO VERA QUEBRÓ a Sean O'Malley || UFC 252,2020-08-17,354421,13036,1554,Aug
779,UFC 252 RESULTADOS || Ganó bien CHITO?,2020-08-16,184387,8928,1829,Aug
780,Emisión en directo de Green Fits,2020-08-15,41760,3221,221,Aug
781,CÓMO va a GANAR STIPE MIOCIC? || Cormier vs. Miocic UFC 252,2020-08-15,59404,3328,676,Aug
782,CÓMO VA A GANAR DC? || Cormier vs. Miocic UFC 252,2020-08-14,58077,3625,624,Aug
783,TOP 3 ERRORES ARBITRALES de este AÑO!,2020-08-13,63300,3755,391,Aug
784,Las MANOS mas PESADAS de la UFC? RECORD DE KOS!,2020-08-12,67039,3956,448,Aug
785,SALVÓ a su HERMANA y le regalan un CINTURÓN,2020-08-11,177847,16513,1600,Aug
786,Por qué GSP es una BESTIA y no lo SABÍAS!,2020-08-10,183562,8024,749,Aug
787,HAZARD el PEOR fichaje del REAL MADRID,2020-08-08,144836,12518,2081,Aug
788,Knockouts que DESTRUYERON CARRERAS,2020-08-06,480728,11842,1039,Aug
789,R.I.P LUKE SANDOE,2020-08-04,78061,7310,812,Aug
790,Conor McGregor vs Manny Pacquiao es POSIBLE?,2020-08-04,75252,4453,841,Aug
791,MASVIDAL MOLIÓ a USMAN en la DISTANCIA,2020-08-03,229319,8764,1461,Aug
792,DETÉN LA PELEA! Los gritos de DAN HARDY,2020-08-02,148083,6724,678,Aug
793,MASVIDAL VS CONOR record de pay per view (PPV),2020-08-01,103197,5325,770,Aug
794,Mi único PLAN DE PELEA es APLASTAR A TODOS || Khamzat Chimaev,2020-07-31,165240,6763,925,Jul
795,Khabib Nurmagomedov VS Justin Gaethje UFC 254 || y GSP para CERRAR,2020-07-30,131695,6886,1621,Jul
796,NUNCA BAJES LA GUARDIA,2020-07-29,68162,4378,561,Jul
797,El REGRESO de MIKE TYSON es un hecho!,2020-07-28,211905,8353,1389,Jul
798,El mejor PESO PESADO de la HISTORIA? || UFC 252,2020-07-27,84195,5136,1063,Jul
799,El REGRESO de KHABIB,2020-07-26,106436,6419,816,Jul
800,Cómo puede GANAR PAULO COSTA? || UFC 253,2020-07-25,177186,6233,1010,Jul
801,SIGUE el DILEMA de los PESOS FALSOS de Jeff Cavaliere,2020-07-24,574970,22606,1955,Jul
802,MOLIENDO las PIERNAS del rival TOP 3,2020-07-22,116650,5051,676,Jul
803,Sean O'Malley vs Marlon Vera || El regreso del JOKER,2020-07-21,218705,7523,956,Jul
804,Israel Adesanya vs Paulo Costa || El francotirador VS La BESTIA,2020-07-20,215445,7299,1413,Jul
805,VICTORIA del BJJ y otras cosas FEAS,2020-07-19,67562,4647,524,Jul
806,La novia de HULK en la MMA|| Gabi García,2020-07-18,107491,4360,803,Jul
807,HUESOS hay un nuevo PERRO en el patio! || REACCIÓN A Jiri Prochazka,2020-07-16,103350,4581,640,Jul
808,Petr Yan es un FUERA DE SERIE || Análisis UFC 251,2020-07-15,205883,6814,990,Jul
809,Así dejaba las PIERNAS de sus RIVALES || Homenaje a JOSÉ ALDO,2020-07-14,673511,14705,1481,Jul
810,El GRAN PROBLEMA de las TOALLAS en la UFC,2020-07-13,2682888,24488,1272,Jul
811,UFC 251 REACCIÓN || ROBO a HOLLOWAY??? || Que BESTIA Jiri Prochazka,2020-07-12,115515,5441,1187,Jul
812,Le FALTÓ mucho a MASVIDAL || UFC 251 Primera REACCIÓN,2020-07-12,160733,7629,2342,Jul
813,MIKE PERRY hace un McGREGOR,2020-07-11,70191,6974,1056,Jul
814,NUEVO FORMATO || JORGE MASVIDAL da el PESO!,2020-07-10,78642,8952,1455,Jul
815,UFC 251 || 3 TÍTULOS EN JUEGO,2020-07-10,76868,5111,685,Jul
816,Jorge Masvidal VS Kamaru Usman || PREDICCIÓN,2020-07-09,144716,6424,1547,Jul
817,MASVIDAL tienes que salir a dar KO || UFC 251,2020-07-08,131173,7138,1251,Jul
818,"4 INVICTOS 1 PIERDE || KHABIB, COSTA, O'Malley o ADESANYA",2020-07-07,185035,7323,1152,Jul
819,Cómo VENCER a un GIGANTE? || La INCREÍBLE estrategia de Stipe Miocic,2020-07-06,452285,11860,1102,Jul
820,Jorge Masvidal EL REEMPLAZO!!!? || La pelea del DINERO,2020-07-05,99831,6101,965,Jul
821,Qué pasa si se RETIRA KHABIB? CONOR se frota las manos!,2020-07-04,89718,4998,807,Jul
822,D. E. P. Abdulmanap Nurmagomedov || FALLECE EL PADRE DE KHABIB,2020-07-03,120392,8846,1048,Jul
823,VENTAJAS de ENTRENAR desde PEQUEÑO,2020-07-03,104186,8904,823,Jul
824,KHABIB NO es un PELEADOR ABURRIDO!,2020-07-02,84104,5218,1097,Jul
825,Cómo Michael Bisping PERDIÓ la vista de una PATADA?,2020-07-01,391199,12767,965,Jul
826,Por quién VOTA JORGE MASVIDAL?,2020-06-30,58090,5675,1350,Jun
827,MMA vs BOXEO una POLÉMICA ABSURDA,2020-06-29,162419,8785,1908,Jun
828,Las MMA no son una CARRERA? || Jorge Masvidal VS Dana White,2020-06-27,94070,4919,388,Jun
