,title,published_date,views,likes,comments,month
1121,1ra MENTIRA SOBRE LAS KCAL || PORQUE NO CUENTO LAS CALORÍAS,2019-07-18,242081,14157,689,Jul
1122,EFECTO KHABIB || LOS MEJORES SON LOS MEJORES,2019-07-17,643103,31314,1738,Jul
1123,ESTAS CHICAS SON MUUUCHO MAS FUERTE QUE TU,2019-07-13,65525,4779,602,Jul
1124,Strongman Robert Oberst DICE NO AL #PESO #MUERTO,2019-07-12,62626,4260,447,Jul
1125,TACKO FALL HACE LUCIR COMO BEBES A LOS JUGADORES DE LA #NBA,2019-07-10,113459,4686,338,Jul
1126,AL DURO Y SIN GUANTES,2019-07-07,339601,10201,1308,Jul
1127,A PRUEBA DE bullying. Porque todos los niños deben de practicar JJB,2019-07-04,87723,9769,601,Jul
1128,QUE NO HACER SI ERES PRINCIPIANTE,2019-06-30,104972,7433,390,Jun
1129,#VOLUMEN O #DEFINICIÓN,2019-06-27,292712,16080,995,Jun
1130,#UFC 239 Opinión y predicciones,2019-06-26,19792,1739,247,Jun
1131,Hombre mas fuerte del mundo VS Power mas fuerte del mundo!,2019-06-23,165439,7363,548,Jun
1132,Que significa talento?,2019-06-20,281334,20877,1274,Jun
1133,NO ME PIDAN MAS MOTIVACIÓN,2019-06-17,379455,33360,2134,Jun
1134,ESCOGE TUS INFLUENCIAS,2019-06-12,377809,15329,1160,Jun
1135,Powerlifting OPINIÓN,2019-06-09,58151,4305,343,Jun
1136,LOS GORDOS TENEMOS LA MEJOR GENÉTICA,2019-06-05,410620,22219,1560,Jun
1137,900 LB DE SQUAT Larry Wheels,2019-05-23,67982,4734,297,May
1138,GENERACION MICROONDAS,2019-05-16,126620,11612,775,May
1139,SUPER DEFINICION EN ADOLESCENTES || Bueno o Malo,2019-05-02,975880,19793,1382,May
1140,El niño synthol contraataca,2019-04-26,183177,7602,542,Apr
1141,Culpa vs Responsabilidad,2019-04-24,58753,5682,163,Apr
1142,LA MARIHUANA Y EL GYM,2019-04-16,51751,2347,274,Apr
1143,LOCURA DE CICLO || UN AÑO DE ESTEROIDES.,2019-04-10,1575269,42047,2121,Apr
1144,Mi forma preferida de entrenar los TRICEPS || SUPERSERIES,2019-04-07,25667,1626,51,Apr
1145,Serías Culturista? || PREGUNTAS Y RESPUESTAS,2019-04-03,44778,2587,98,Apr
1146,Los 3 Mejores personajes de MARVEL basados en CULTURISTAS,2019-04-01,50184,2395,86,Apr
1147,Genética VS Voluntad,2019-03-28,228567,17608,550,Mar
1148,Gordofobia III Soy Leyenda,2019-03-24,686459,22571,1851,Mar
1149,Vigorexia|| Sus 5 etapas|| GRANDE NO ES SUFICIENTE,2019-03-12,744851,32780,1532,Mar
1150,Arnold Classic 2019 Opinión,2019-03-07,82145,3973,147,Mar
1151,Weider VS Fullbody -Por qué el método Dividido-,2019-03-03,56185,3363,278,Mar
1152,Joel Romero Reacción,2019-02-17,237137,6215,282,Feb
1153,La cuchara,2019-02-13,80135,5760,254,Feb
1154,85%,2019-02-08,31876,3078,74,Feb
1155,Gordofobia II   Tess Holliday,2019-02-04,158944,13126,723,Feb
1156,Sé diferente,2019-02-02,208286,12577,210,Feb
1157,Transfobia,2019-01-26,326084,23754,2100,Jan
1158,Abuso de esteroides en mujeres,2019-01-19,1362632,22625,1764,Jan
1159,Como tener la espalda de La Roca,2019-01-08,77274,4580,217,Jan
1160,Manual para pescar éxitos.,2019-01-02,14028,1629,37,Jan
1161,Alphalete videographer application 2018,2018-12-29,3468,264,8,Dec
1162,SUPERAR UNA RUPTURA,2018-12-21,82911,8660,328,Dec
1163,MI TRANSFORMACIÓN NATURAL,2018-12-13,563054,21861,1093,Dec
1164,Ídolos||DEJA DE FALLARTE A TI MISMO!,2018-12-06,75095,7384,153,Dec
1165,Disciplina,2018-11-28,372098,35213,1235,Nov
1166,La motivación es basura,2018-11-19,145089,12807,422,Nov
1167,Como obtener un SIX PACK en 3 minutos || Los mejores ABS del mundo,2018-11-08,200268,17954,610,Nov
1168,Lesiones y HIIT || Como bajar de peso de forma efectiva.,2018-11-02,46209,3040,91,Nov
1169,Los 3 mejores ejercicios para ABS,2018-10-26,147639,9862,206,Oct
1170,Porqués||MOTIVACION,2018-10-11,59299,6264,163,Oct
1171,Despertar a las 5:30 || Disciplina,2018-10-06,109015,8641,278,Oct
1172,7 Razones. La motivación es basura.,2018-09-12,109407,8563,222,Sep
1173,Gordofobia,2018-08-06,283489,21361,1787,Aug
1174,Solo para gordos,2018-05-22,228835,13305,507,May
1175,EXCUSAS,2018-05-02,93724,6276,169,May
1176,Motivación de año viejo.,2018-01-16,43677,4002,112,Jan
1177,El Mejor Cardio Del Mundo.,2017-12-13,14571,1460,45,Dec
1178,También Puedes,2017-11-30,11209,1020,22,Nov
1179,Entrena,2017-11-11,18583,1486,33,Nov
1180,Como ser perfecto,2017-11-02,62452,4738,93,Nov
1181,Manual para vivir en serio,2017-10-28,44950,5351,205,Oct
1182,Mi Esposa Es Un Experimento,2017-10-20,23573,1235,92,Oct
